,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
373,Orebro,75,SE,1552920985,74,59.27,15.21,2.78,6.7
374,Narsaq,75,GL,1552917000,86,60.91,-46.05,-1.0,1.0
375,Chilca,75,PE,1552919400,58,-13.22,-72.34,14.0,1.0
376,Gisborne,56,NZ,1552920606,97,-38.66,178.02,12.22,0.45
377,Suraabad,75,AZ,1552919400,81,40.82,49.47,8.0,15.4
378,Tonota,75,BW,1552917600,26,-21.44,27.46,34.0,4.6
379,Kollegal,0,IN,1552915800,24,12.16,77.11,32.0,1.68
380,Nizwa,0,OM,1552921050,7,22.93,57.53,23.54,3.6
381,Smithers,75,CA,1552917600,92,54.78,-127.17,-3.0,2.1
382,Cockburn Town,0,TC,1552921050,99,21.46,-71.14,25.34,4.38
383,Hailey,5,US,1552920378,73,43.52,-114.32,-4.0,4.6
384,Lavrentiya,44,RU,1552921051,97,65.58,-170.99,-18.02,3.1
385,La Ronge,20,CA,1552917600,81,55.1,-105.3,0.0,5.1
386,Leshukonskoye,88,RU,1552921051,78,64.9,45.76,1.89,4.33
387,Hay River,75,CA,1552917600,72,60.82,-115.79,0.0,5.1
388,Rio Grande,75,BR,1552917600,74,-32.03,-52.1,27.0,3.1
389,Nome,1,US,1552921044,66,30.04,-94.42,12.22,1.5
390,Uri,20,IT,1552921024,54,40.64,8.49,13.0,6.7
391,Tamandare,24,BR,1552921052,82,-8.28,-70.75,29.74,1.7
392,Cayenne,75,GF,1552919400,66,4.94,-52.33,29.0,4.6
393,Inhambane,40,MZ,1552917600,70,-23.87,35.38,29.0,5.7
394,Terrasini,20,IT,1552920978,77,38.15,13.08,18.89,5.7
395,Moose Factory,1,CA,1552917600,70,51.26,-80.61,-18.0,2.6
396,Griffith,12,AU,1552917600,53,-34.29,146.06,22.0,0.5
397,Sumbuya,20,SL,1552921053,52,7.65,-11.96,34.19,2.65
398,Klyuchevskiy,80,RU,1552921053,59,53.53,119.45,-4.87,2.5
399,Ancud,75,CL,1552917600,81,-41.87,-73.83,10.0,1.5
400,Rapar,0,IN,1552920968,23,23.57,70.65,25.04,1.68
401,Onega,88,RU,1552921054,86,63.91,38.09,1.69,7.3
402,Klyuchi,0,RU,1552921054,88,52.25,79.17,-9.62,3.25
403,Goderich,0,CA,1552920941,75,43.74,-81.71,1.11,6.71
404,La Rioja,0,AR,1552920785,100,-29.41,-66.86,21.89,1.93
405,Gambela,0,ET,1552921054,32,8.25,34.59,30.74,1.9
406,Amalapuram,20,IN,1552919400,61,16.58,82.0,28.0,2.6
407,Mecca,8,SA,1552921055,45,21.43,39.83,28.99,2.28
408,Alice Springs,8,AU,1552917600,16,-23.7,133.88,24.0,2.1
409,Clermont,36,AU,1552921055,77,-22.82,147.64,22.14,2.65
410,Aykino,48,RU,1552921056,83,62.22,49.99,-1.62,3.6
411,Muisne,90,EC,1552917600,100,0.61,-80.02,25.0,1.5
412,Abilene,1,US,1552921009,65,32.45,-99.73,13.89,2.08
413,Sharlyk,92,RU,1552921059,90,52.93,54.74,-1.02,2.95
414,Baza,92,ES,1552920845,50,37.49,-2.77,15.56,3.13
415,Dayong,68,PH,1552921060,94,11.74,122.04,27.69,9.2
416,Nivala,92,FI,1552920904,92,63.93,24.96,2.22,0.45
417,Yakeshi,8,CN,1552921060,57,49.28,120.73,-1.62,3.55
418,Aquin,20,HT,1552921060,100,18.28,-73.39,24.79,2.08
419,Ust-Ilimsk,0,RU,1552921061,77,57.96,102.73,-10.92,1.13
420,Wakkanai,92,JP,1552921061,87,45.41,141.67,4.34,14.73
421,Costa Rica,40,MX,1552920747,100,24.59,-107.39,18.89,0.5
422,Lae,92,PG,1552921061,100,-6.72,146.98,19.84,0.78
423,Iquitos,75,PE,1552919100,88,-3.75,-73.25,27.0,1.5
424,Masvingo,0,ZW,1552920983,82,-20.08,30.83,23.09,4.05
425,Havelock,1,US,1552920725,62,34.88,-76.9,16.67,3.1
426,Yantal,8,RU,1552921062,66,56.85,105.25,-10.27,1.4
427,Maragogi,48,BR,1552920653,90,-9.01,-35.22,29.04,3.53
428,Port Lincoln,32,AU,1552921062,100,-34.72,135.86,16.39,3.83
429,Kulob,90,TJ,1552919400,45,37.91,69.78,20.0,5.0
430,Alexandroupoli,0,GR,1552920612,63,40.85,25.88,18.0,2.6
431,Chickasha,1,US,1552920950,75,35.05,-97.94,13.33,1.68
432,Morden,20,CA,1552920875,82,49.19,-98.1,0.0,6.2
433,Kushiro,48,JP,1552921063,73,43.11,144.15,-1.17,3.4
434,Dunkirk,40,FR,1552920815,66,51.03,2.38,12.78,5.1
435,Polyarnyye Zori,88,RU,1552921064,90,67.37,32.5,0.04,3.18
436,Tanout,48,NE,1552921064,11,14.97,8.88,36.89,5.43
437,Oyo,0,NG,1552921064,52,7.84,3.93,35.04,2.05
438,Boueni,0,YT,1552919400,79,-12.9,45.08,29.0,1.0
439,Maniitsoq,56,GL,1552921064,100,65.42,-52.9,-14.02,7.88
440,Victoria,75,BN,1552917600,83,5.28,115.24,28.0,2.6
441,Huejuquilla el Alto,80,MX,1552921065,93,22.63,-103.9,10.39,1.38
442,Bourne,1,US,1552921032,37,41.74,-70.6,3.89,4.1
443,Kimbe,68,PG,1552921065,100,-5.56,150.15,24.94,1.68
444,Ossora,68,RU,1552921066,89,59.24,163.07,-15.82,1.48
445,Bundaberg,64,AU,1552920604,88,-24.87,152.35,22.78,2.65
446,Pryazha,90,RU,1552919400,93,61.69,33.62,2.0,1.0
447,Manzhouli,36,CN,1552921066,53,49.6,117.43,-1.27,3.73
448,Walvis Bay,0,NA,1552917737,50,-22.95,14.51,25.0,3.1
449,Coihaique,40,CL,1552917600,57,-45.58,-72.07,11.0,10.3
450,Kirakira,68,SB,1552921067,100,-10.46,161.92,28.84,4.0
451,Zhaoqing,32,CN,1552920171,99,23.05,112.47,20.0,1.03
452,Butembo,8,CD,1552921067,76,0.12,29.29,24.39,0.6
453,Dawei,56,MM,1552921067,93,14.07,98.19,23.84,0.45
454,Tetiz,75,MX,1552920405,78,20.96,-89.93,26.11,4.1
455,Evensk,36,RU,1552921068,100,61.92,159.24,-17.67,3.03
456,Sitka,20,US,1552920387,67,37.17,-99.65,5.56,3.13
457,Waingapu,12,ID,1552921068,96,-9.65,120.26,23.74,2.53
458,San Policarpo,44,PH,1552921068,99,12.18,125.51,24.99,4.75
459,Phan Thiet,0,VN,1552920823,87,10.93,108.1,27.19,8.25
460,Cacapava do Sul,100,BR,1552921069,100,-30.51,-53.49,20.34,4.38
461,Lokoja,8,NG,1552921069,43,7.8,6.74,36.59,1.83
462,Margate,75,AU,1552921041,87,-43.03,147.26,15.56,1.5
463,Adrar,0,DZ,1552917600,16,27.87,-0.29,30.0,8.2
464,Trat,8,TH,1552921069,100,12.25,102.51,26.99,1.4
465,Camacari,40,BR,1552921200,70,-12.7,-38.32,32.0,6.7
466,Tsiroanomandidy,56,MG,1552921070,97,-18.77,46.05,21.59,1.18
467,Ponta Delgada,75,PT,1552919400,93,37.73,-25.67,16.0,5.1
468,Paamiut,80,GL,1552921070,96,61.99,-49.67,-0.32,6.0
469,College,90,US,1552920958,79,64.86,-147.8,1.0,2.05
470,Monte Alegre,12,BR,1552921071,74,-2.0,-54.07,30.44,1.53
471,Aloleng,8,PH,1552921071,87,16.13,119.78,27.24,2.85
472,Caravelas,0,BR,1552921074,100,-17.73,-39.27,28.64,7.38
473,Itarema,68,BR,1552921075,100,-2.92,-39.92,28.39,3.33
474,Klamath Falls,1,US,1552920874,80,42.22,-121.78,2.22,3.6
475,Coquimbo,20,CL,1552917600,77,-29.95,-71.34,17.0,5.1
476,Bay Roberts,40,CA,1552920812,50,47.58,-53.28,0.0,9.3
477,Lugovoy,80,RU,1552921075,84,59.72,65.88,-2.07,2.8
478,De-Kastri,92,RU,1552921075,93,51.48,140.77,-3.87,7.13
479,Goedereede,0,NL,1552921040,77,51.82,3.98,10.0,7.7
480,Fomboni,64,KM,1552921076,100,-12.28,43.74,28.89,4.83
481,Rocha,32,UY,1552921076,80,-34.48,-54.34,25.29,4.85
482,Saint-Augustin,75,FR,1552921029,47,44.83,-0.61,14.44,6.7
483,Jardim,48,BR,1552921076,95,-21.48,-56.15,27.14,3.65
484,Manavalakurichi,40,IN,1552919400,70,8.13,77.3,31.0,2.1
485,Jalu,0,LY,1552921077,32,29.03,21.55,25.34,1.9
486,Sao Filipe,0,CV,1552921077,83,14.9,-24.5,23.74,6.2
487,Begamganj,0,IN,1552921077,35,23.6,78.33,23.34,4.6
488,Songkhla,20,TH,1552917600,74,7.2,100.6,28.0,2.1
489,Ketchikan,1,US,1552917840,87,55.34,-131.65,8.0,5.1
490,Worthington,1,US,1552920819,86,43.62,-95.6,0.0,1.5
491,Vostok,80,RU,1552921078,69,46.45,135.83,1.34,1.7
492,Mahajanga,40,MG,1552917600,74,-15.72,46.32,31.0,3.1
493,Imbituba,20,BR,1552917600,74,-28.24,-48.67,28.0,5.7
494,Solnechnyy,76,RU,1552921079,69,50.72,136.64,-9.52,6.13
495,Dumas,0,IN,1552919400,30,21.09,72.71,30.0,1.5
496,Guayaramerin,0,BO,1552917600,70,-10.82,-65.36,30.0,2.6
497,Suileng,8,CN,1552921079,34,47.25,127.08,-1.32,4.15
498,Mattru,20,SL,1552921080,52,7.62,-11.83,34.19,2.65
499,Brae,20,GB,1552918800,48,60.4,-1.35,7.0,3.1
500,Zelenogradsk,75,RU,1552917600,84,54.96,20.48,7.0,7.0
501,Canico,40,PT,1552920849,68,32.63,-16.85,19.0,5.7
502,Evanston,40,US,1552920915,69,42.04,-87.69,2.78,2.1
503,Calvinia,0,ZA,1552921082,26,-31.47,19.78,28.84,3.5
504,Parrsboro,75,CA,1552920607,53,45.41,-64.33,-1.67,8.7
505,Xique-Xique,8,BR,1552921082,58,-10.82,-42.73,32.59,3.05
506,Dubbo,40,AU,1552919400,82,-32.25,148.6,18.0,3.1
507,Melipilla,0,CL,1552920786,52,-33.69,-71.21,25.0,3.1
508,Viedma,0,AR,1552920879,43,-40.81,-62.99,19.19,8.1
509,Manadhoo,88,MV,1552921083,98,5.77,73.38,29.49,4.68
510,Molepolole,20,BW,1552917600,25,-24.41,25.52,32.0,2.6
511,Port Hedland,8,AU,1552919400,79,-20.31,118.58,30.0,3.6
512,Ambatondrazaka,32,MG,1552921083,45,-17.82,48.43,25.19,1.98
513,Durango,75,US,1552920912,86,37.28,-107.88,3.33,1.08
514,Bonfim,75,BR,1552917600,62,-20.33,-44.24,30.0,3.6
515,Komsomolskiy,88,RU,1552921084,87,67.55,63.78,-4.37,4.28
516,Marienburg,75,DE,1552920917,86,52.12,9.98,8.89,7.2
517,Salalah,0,OM,1552917000,66,17.01,54.1,29.0,3.6
518,Prigorodka,90,RU,1552919400,100,52.04,39.71,1.0,3.0
519,Manakara,92,MG,1552921085,79,-22.14,48.01,28.24,6.1
520,Krasnyy Oktyabr,8,RU,1552921085,91,56.12,38.88,1.59,6.85
521,Phuket,40,TH,1552919400,70,7.89,98.4,29.0,2.6
522,Lusambo,12,CD,1552921086,68,-4.97,23.44,29.44,0.63
523,Daura,36,NG,1552921086,13,13.04,8.32,36.44,8.1
524,Northam,40,GB,1552921027,81,51.04,-4.21,10.0,6.7
525,Yerbogachen,80,RU,1552921086,69,61.28,108.01,-9.62,1.25
526,La Paz,5,MX,1552916460,81,24.15,-110.32,10.0,2.1
527,New Waterford,1,US,1552921063,47,40.85,-80.61,3.89,1.53
528,Aasiaat,36,GL,1552921087,100,68.71,-52.87,-20.47,4.38
